id,cidade,uf,lat,lng,nome_polo,nome_fantasia,logradouro,numero,bairro,cep,complemento,telefone1,telefone2,email1,email2,url
548,Lagoa Santa,MG,-19.64453530,-43.88642260,LAGOA SANTA - SANTOS DUMONT,POLO LAGOA SANTA/MG,Av. Coronel Modestino Gonçalves,90,Santos Dumont,33400000,NULL,(31) 36872055,(),glaupi@hotmail.com,uabpololagoasanta@gmail.com,NULL
424,Confins,MG,-19.64653050,-43.97228160,CONFINS - CENTRO,CENTRO EDUCACIONAL E CULTURA/ESCOLA MUNIC.AFONSO JOSE DA SILVA,Rua Moura Rodrigues,730,Centro,33500000,NULL,(31) 36862116,(31) 36861320,educacao@confins.mg.gov.br,educonfins@hotmail.com,NULL
918,Bom Despacho,MG,-19.64993190,-45.22435780,BOM DESPACHO - ANA ROSA,POLO DO CENTRO OESTE DA UAB,"Avenida Ana Rosa, 1555",NULL,Ana Rosa,3560000,NULL,(37) 35213680,(37) 35213679,educacao@bomdespacho.mg.gov.br,semebomdespacho@hotmail.com,NULL
56,Baixo Guandu,ES,-19.65962950,-40.99905970,BAIXO GUANDU - CENTRO,POLO UAB - BAIXO GUANDU,Av. 10 de Abril,219,Centro,29730000,Centro Educacional Adventista,(27) 37322047,(27) 37324580,polouabbaixoguandu@gmail.com,NULL,NULL
392,Carneirinho,MG,-19.69915580,-50.76244930,CARNEIRINHO - CENTRO,CARNEIRINHO UAB,Av. Jose Ambrosio de Queiroz,850,Centro,38290000,NULL,(34) 34540241,(34) 34540244,polocarneirinhouab@gmail.com,emvlacar@yahoo.com.br,NULL
111,Uberaba,MG,-19.73444450,-47.92198520,UBERABA - MERCES,POLO DE APOIO DE PRESENCIAL DE UBERABA - UAB,Rua Manoel Brandão,110,Mercês,38060035,NULL,(34) 33223783,(34) 33223783,uab.polouberaba@gmail.com,NULL,NULL
502,Ipanema,MG,-19.76740380,-41.72082430,IPANEMA - CENTRO,POLO UAB DE IPANENA,Rua Santos Dumont,337,Centro,36950000,NULL,(33) 33141334,(33) 33143000,uabipanema@ipanema.mg.gov.br,educacao@ipanema.mg.gov.br,NULL
923,Caratinga,MG,-19.78100600,-42.13997870,CARATINGA - DARIO GROSSI,POLO UAB DE APOIO PRESENCIAL DE CARATINGA,Rua Maria Alice de Paula,300,Dario Grossi,35300430,-,(33) 33216336,(33) 98711300,polo@educ.caratinga.mg.gov.br,polocaratinga@gmail.com,NULL
55,Aracruz,ES,-19.82123640,-40.27178910,ARACRUZ - CENTRO,POLO DE APOIO PRESENCIAL DA UAB E CENTRO DE FORMACAO DE PROFESSORES JOSE MODENESE - ARACRUZ,Rua General Aristides Guaraná,23,Centro,29190050,NULL,(27) 32707470,(),uab.aracruz@gmail.com,coordenacaouab.acz@gmail.com,NULL
104,João Monlevade,MG,-19.82159200,-43.13813600,JOAO MONLEVADE - VILA TANQUE,POLO DE APOIO PRESENCIAL UAB - JOAO MONLEVADE,Wilson Alvarenga,830,Carneirinhos,35930001,Centro Educacional de João Monlevade,(31) 38521305,(),uab.joaomonlevade@cead.ufop.br,erica.cotta@oi.com.br,NULL
678,Santa Teresa,ES,-19.84869060,-40.59405650,SANTA TERESA - CENTRO,POLO UAB DE SANTA TERESA - CENTRO DE FORMACAO CONTINUADA DE PROFESSSORES,Av. Jeônimo Vervloet,145,Centro,29650000,NULL,(27) 32593613,(27) 32591249,santateresa.uab@gmail.com,otmarcilino@yahoo.com.br,www.neaad.ufes.br
939,Barão de Cocais,MG,-19.87418840,-43.50298840,BARAO DE COCAIS - CIDADE NOVA,POLO UAB DE APOIO PRESENCIAL DE BARAO DE COCAIS,Avenida 1 rua 4,262,Cidade Nova,35970000,NULL,(31) 38377610,(31) 999819929,polobcufop@yahoo.com.br,uab.barao@cead.ufop.br,NULL
1155,Nova Serrana,MG,-19.87778,-44.989667,NOVA SERRANA - JARDINS DO LAGO,CVT/UAITEC NOVA SERRANA,Av. Dom Cabral,373,Jardins do Lago,35519000,Número 373 ou 375,(37) 32265049,(),novaserrana@uaitec.mg.gov.br,NULL,NULL
1182,Sabará,MG,-19.893282,-43.812218,SABARÁ - CENTRO,Polo UAB de Sabará,Rua da Republica,58,Centro,34505030,NULL,(31) 36745833,(31) 995447715,sec.uabsabara@outlook.com,uab@sabara.mg.gov.br,NULL
216,Amajari,RR,-19.899034,-43.947954,AMAJARI - CENTRO,POLO UAB - AMAJARI,Av. Tepquen,0,CENTRO,69343000,NULL,(95) 35931043,(95) 35931101,luneivanobre@hotmail.com,mengolu@hotmail.com,NULL
1165,Contagem,MG,-19.955693,-44.037874,CONTAGEM - INCONFIDENTES,Polo UAB de Contagem,Praça Marília de Dirceu,20,Inconfidentes,32260220,NULL,(31) 33613264,(31) 83983264,uabpolo.contagem@gmail.com,tbiol@gmail.com,NULL
945,Frutal,MG,-19.99811660,-48.96059720,FRUTAL - UNIVERSITARIO,POLO UAB - FRUTAL (FRUTAL/MG),Av Professor Mario Palmério,1001,Universitário,38200000,Bloco B,(34) 34219350,(),polouabfrutal@hotmail.com,NULL,NULL
373,Cametá,PA,-2.23550580,-49.52799960,CAMETA - CENTRAL,UAB - POLO CAMETA,Av Gentil Bittencourt,1582,Centro,68400-00,NULL,(91) 37812122,(),uabcameta@gmail.com,NULL,NULL
780,São Luís,MA,-2.50451110,-44.29615360,SAO LUIS - JARDIM RENASCENCA,POLO SAO LUIS,Rua das Andirobas,26,Renascença I,65075040,NULL,(98) 32174013,(98) 981158043,polouabsaoluis@gmail.com,mariaeugeniabranco@yahoo.com.br,NULL
126,Juruti,PA,-2.64453940,-56.29293810,JURUTI - MARACANA,POLO UAB - JURUTI,Rua Arnaldo Pinheiro,0,Maracanã,68170000,Anexo ao Tribódromo,(93) 991338462,(93) 35361544,herilenesantos@hotmail.com,polojuruti@yahoo.com,NULL
491,Humberto de Campos,MA,-2.65560090,-43.56069460,HUMBERTO DE CAMPOS -  BACABEIRA,POLO UAB HUMBERTO DE CAMPOS,Rua São Miguel,0,Bacabeira,65180000,NULL,(98) 991539909,(),maunasocorro@yahoo.com.br,NULL,NULL
133,Tailândia,PA,-2.87968850,-48.79951220,TAILANDIA - NOVO,POLO UNIVERSITARIO DE TAILANDIA - UAB,AVENIDA FLORIANÓPOLIS,96,NOVO,68695000,NULL,(91) 37521664,(91) 91289255,polouniver.tailandiauab@gmail.com,sirlene_uabtailandia@hotmail.com,polouniver.tailandiauab@gmail.com
1177,Itarema,CE,-2.920304,-39.915704,ITAREMA - CENTRO,Polo UAB de Itarema,Praça Nossa Senhora de Fátima,0,Centro,72590000,NULL,(88) 36671666,(88) 999157405,clenio_marques@hotmail.com,NULL,NULL
41,Camocim,CE,-2.92643570,-40.83740110,CAMOCIM - CENTRO,POLO UAB - CAMOCIM,Rua Antônio Zeferino Veras,0,São Francisco,72400000,Camocim - CE,(88) 36211567,(88) 999487606,uabpolocamocim@hotmail.com,clivialenny@gmail.com,NULL
955,Acaraú,CE,-2.95850160,-40.10430570,ACARAU - CENTRO,Polo UAB - ACARAÚ,Av. João Jaime Ferreira Gomes,547,Centro,62580000,Escola de Educação Infantil Profa. Teresa de Jesus Silva,(88) 997131594,(88) 997131594,polouabacarau@gmail.com,nadiaaraujo6@yahoo.com.br,NULL
614,Paragominas,PA,-2.97543060,-47.36526130,PARAGOMINAS - JK,POLO DE PARAGOMINAS,Rua Cassimiro de Abreu,24,Jucelino Kubicheck,68625-97,NULL,(91) 37298044,(91) 37298021,uabparagominas@gmail.com,uabparagominaspa@yahoo.com.br,NULL
323,Bambuí,MG,-20.03579580,-45.98008480,BAMBUI - CENTRO,POLO UAB DE BAMBUI,R. Padre João Veloso,237,centro,38900000,NULL,(37) 34315274,(37) 34315180,polouabbambui@gmail.com,amjcoelho@yahoo.com.br,NULL
277,Igarapava,SP,-20.07067030,-47.66520510,IGARAPAVA - VILA GOMES,POLO UNIVERSITARIO ABERTO MUNICIPAL DE IGARAPAVA - UAB,Rua Azarias  Arantes,0,Vila Gomes,14540-00,NULL,(16) 31722638,() 31724806,educpmi2@yahoo.com.br,angelabisinoto52@gmail.com,NULL
54,Afonso Cláudio,ES,-20.08072220,-41.16025970,AFONSO CLAUDIO - CUSTODIO LEITE RIBEIRO,CENTRO MUNICIPAL DE EDUCACAO ABERTA E A DISTANCIA DE AFONSO CLAUDIO - UAB,Alameda Nossa Senhora de Lourdes,111,Custodio Leite RIbeiro,29600000,NULL,(27) 37352075,(27) 37351390,polouab@hotmail.com,vargasbal@yahoo.com.br,NULL
69,Santa Leopoldina,ES,-20.10543870,-40.51271420,SANTA LEOPOLDINA - CENTRO,POLO DE APOIO PRESENCIAL/UAB - UNIVERSIDADE ABERTA DO BRASIL,Rua Moxafongo,0,Centro,29640000,NULL,(27) 32661206,(27) 32661181,polouabsl@gmail.com,messiaselza@hotmail.com,NULL
579,Miranda,MS,-20.10940380,-56.65138530,MIRANDA - COAHB,PROFESSORA MAROLI VICENTE JULIO,Rua Carandá,300,Coahb,79380000,NULL,(67) 32424392,(67) 32421006,bete-teodoro@hotmail.com,regina_moliveira@hotmail.com (secretaria),NULL
451,Durandé,MG,-20.15523250,-41.78054770,DURANDE - CENTRO,POLO UAB DURANDE,Avenida Alvaro Moreira da Silva,615,Centro,36974000,Prédio,(33) 33421125,(33) 33421100,polodurandeufjf@gmail.com,glaucejc@bol.com.br,NULL
281,Jales,SP,-20.24555200,-50.55723840,JALES - COHAB JACB II,POLO REGIONAL DE JALES - UAB,Av. Brasília,934,Bairro COHAB JACB2,15707638,NULL,(17) 996719409,(17) 36215504,uab-polojales@hotmail.com,niltonmarquesjales@gmail.com,www.uabjales.com.br
72,Vitória,ES,-20.301149,-40.32266,VITORIA - TABUAZEIRO,POLO UAB - VITORIA,Rua Coronel José Martins de Figueiredo,45,Tabuazeiro,29043-40,3º andar da EMEF Eunice Pereira Silveira,(27) 33324413,(),izabel.uabvit@gmail.com,coordenacao.polouabvitoria@gmail.com,polouabvitoria.blogspot.com.br
60,Domingos Martins,ES,-20.32732640,-40.83740110,DOMINGOS MARTINS - CENTRO,POLO MUNICIPAL DE APOIO PRESENCIAL DE DOMINGOS MARTINS - UAB,TRAVESSA AUGUSTO SHWAMBACH,87,CENTRO,29260000,NULL,(27) 32683181,(),uab.dmartins@hotmail.com,elianasobrinho.numeros@hotmail.com,NULL
758,Vila Velha,ES,-20.331938,-40.291382,VILA VELHA - CENTRO,UNIVERSIDADE ABERTA DO BRASIL DE VILA VELHA,Antônio Ataíde,246,Centro de Vila Velha,29100295,NULL,(27) 33884342,(),creaad.polouab.vv@hotmail.com,NULL,NULL
63,Iúna,ES,-20.35977260,-41.74073940,IUNA - NITEROI,POLO MUNICIPAL DE EDUCACAO ABERTA E A DISTANCIA  DE IUNA,Av. Mintas Osório de Mattos,1459,Centro,29390000,Parque de Exposições Cassiono Osório Júnior,(28) 35453346,(),polouabiuna@gmail.com,mrftristao@gmail.com,NULL
753,Venda Nova do Imigrante,ES,-20.37781260,-41.14013490,VENDA NOVA DO IMIGRANTE - CENTRO,POLO MUNICIPAL  DE APOIO PRESENCIAL DA UAB-2,AV. EVANDI AMERICO COMARELA,385,CENTRO,29375000,TERCEIRO E QUINTO PISO DO PREDIO DA PREFEITURA,(28) 35461369,(),polouab2vni@hotmail.com,polouab2vni@yahoo.com.br,www.neaad.ufes.br
765,Votuporanga,SP,-20.43323440,-49.97156680,VOTUPORANGA - VILA MUNIZ,POLO MUNICIPAL DE VOTUPORANGA - UAB,Rua Pernanbuco,1736,Vila Muniz,15501095,NULL,(17) 34228839,(),polouabvotuporanga@gmail.com,NULL,http://www.votuporanga.sp.gov.br/uab
275,Barretos,SP,-20.53443680,-48.57293400,BARRETOS - DERBYCLUB,POLO UAB - BARRETOS,Rua 21 de Abril,240,Derby Clube,14787240,Derby Clube,(17) 33228184,(),uabpolobarretos@yahoo.com.br,NULL,www.barretos.sp.gov.br
471,Franca,SP,-20.54692070,-47.39987740,FRANCA - CENTRO,UAB POLO FRANCA,Avenida Champagnat,1808,Centro,14400320,NULL,(16) 37119224,(),uabpolofranca@gmail.com,claudiabolela@hotmail.com,NULL
58,Castelo,ES,-20.54700650,-41.16025970,CASTELO - VILA ISABEL,POLO UAB - CASTELO,Praça Mario Lima,43,Vila Isabel,29360000,Anexo a Escola Municipal Madalena Piza,(28) 33106909,(),polouabcastelo@gmail.com,NULL,NULL
97,Formiga,MG,-20.59235660,-45.48748730,FORMIGA - ROSARIO,POLO UAB - FORMIGA,Alderico Nogueira,470,Sagrado Coração de Jesus,35570000,NULL,(37) 33291800,(),uabpoloformiga@gmail.com,NULL,NULL
70,Vargem Alta,ES,-20.64588120,-41.01923490,VARGEM ALTA - CENTRO,"POLO MUNICIPAL DE APOIO PRESENCIAL CEMEAD ""ISAAC THOMPSON DE PAULA ""VARGEM ALTA - UAB",Rua Pedro Israel David,500,Centro,29295000,NULL,(28) 35281277,(28) 35281339,UABVARGEMALTAES@GMAIL.COM,F.SCARAMUSSA@YAHOO.COM.BR,NULL
93,Conselheiro Lafaiete,MG,-20.68508480,-43.75256190,CONSELHEIRO LAFAIETE - SAO DIMAS,POLO UAB - CONSELHEIRO LAFAIETE,Rua Padre Teófilo Reyn,990,São Dimas,3640000,Bairro São Dimas,(31) 37693002,(),polouab@conselheirolafaiete.mg.gov.br,uab.lafaiete@cead.ufop.br,www.uablafaiete.webnode.com
294,Alegre,ES,-20.68694060,-41.48127710,ALEGRE - CENTRO,POLO DE ALEGRE,Alto Universitário,0,Centro,29500000,Campus Universitário da UFES,(28) 35528989,(),polouabalegre@gmail.com,polouabalegre@yahoo.com.br,NULL
274,Bálsamo,SP,-20.69009570,-49.54836710,BALSAMO - CENTRO,POLO UAB - BALSAMO,Rua Aurora Soares Geraldes,419,Centro,15140000,NULL,(17) 32641278,(17) 32641571,educbalsamo@terra.com.br,juliomartiness@hotmail.com,uab.balsamo
919,Passos,MG,-20.71596920,-46.62159000,PASSOS - BELO HORIZONTE,ESCOLA MUNICIPAL PROFESSSORA AMELIA JABACE,Rua Santo Anibal,181,Belo Horizonte,37900038,NULL,(35) 35227027,(35) 35885484,secel@passos.mg.gov.br,uab@passos.mg.gov.br,NULL
699,São José do Rio Preto,SP,-20.81982850,-49.39127140,SAO JOSE DO RIO PRETO - VILA IMPERIAL,POLO UAB - SAO JOSE DO RIO PRETO,Rua Gneral Glicério,3947,Redentora,15015400,Anexo ao Prédio da Secretaria Municipal de Educacao,(17) 32114000,(17) 981356788,polouabriopreto@gmail.com,coordef2.smedu@gmail.com,www.riopreto.sp.gov.br
68,Piúma,ES,-20.84517360,-40.76653150,PIUMA - CENTRO,POLO UAB - PIUMA,Rua Jair Novais,56,Centro,29285000,NULL,(28) 35202144,(28) 35204160,polouabpiuma@gmail.com,castoriades@gmail.com,NULL
99,Ilicínea,MG,-20.91557650,-45.79002090,ILICINEA - CENTRO,POLO UAB - ILICINEA,Praça Padre João Lourenço Leite,220,Centro,37175000,NULL,(35) 38541238,(),ilicinea_polouab@yahoo.com.br,NULL,NULL
1141,São Sebastião do Paraíso,MG,-20.921378,-46.983229,SAO SEBASTIAO DO PARAISO - LAGOINHA,CVT/ UAITEC SAO SEBASTIAO DO PARAISO,Praça dos imigrantes,20,Lagoinha,37950000,NULL,(35) 35397016,(35) 35311573,uab@ssparaiso.mg.gov.br,NULL,NULL
1198,Carandaí,MG,-20.957001,-43.8113,CARANDAÍ - ROSA RIO,Polo UAB de Carandaí,Rua Coletos Cloves Teixeira de Carvalho,326,Rosa Rio,36280000,NULL,(32) 33612014,(32) 33611177,educacao@carandai.mg.gov.br,NULL,NULL
376,Campo Belo,MG,-20.96747840,-45.26185680,CAMPO BELO - CIDADE MONTESA,POLO UAB DE CAMPO BELO,Av. Indianápolis,325,Cidade Montesa,32270000,Escola Municipal Lucilia Gibram Cambraia,(35) 38327344,(),uabcampobelo@gmail.com,anamaripimenta@gmail.com,NULL
1015,Carmo do Rio Claro,MG,-20.972364,-46.119342,CARMO DO RIO CLARO - CENTRO,POLO UAB EM CARMO DO RIO CLARO,Praça Maria Gulart,37,Centro,37150000,Prédio da antiga Prefeitura Municipal,(),(),carmodorioclaro@uaitec.mg.gov.br,NULL,NULL
62,Itapemirim,ES,-20.98299040,-40.99905970,ITAPEMIRIM - CENTRO,POLO DE APOIO PRESENCIAL DO SISTEMA UNIVERSIDADE ABERTA DO BRASIL - UAB DE ITAPEMIRIM/ES.,Av. Cristiano Dias Lopes Filho,0,Centro,29330000,NULL,(28) 35296064,(28) 35296170,silvanabatistasp@gmail.com,NULL,NULL
646,Porto Murtinho,MS,-20.99934800,-57.28186250,PORTO MURTINHO - CENTRO,POLO DE FORMACAO ACADEMICA DE PORTO MURTINHO,Av. Larangeira,264,centro,79280000,Prédio da antiga prefeitura,(67) 32871784,(67) 32874550,manolodijorge@yahoo.com.br,semeelpm@yahoo.com.br,NULL
366,Cachoeiro de Itapemirim,ES,-21.01000620,-40.83105770,CACHOEIRO DE ITAPEMIRIM - DR. LUIZ TINOCO DA FONSECA - MORRO GRANDE,POLO UAB - CACHOEIRO DE ITAPEMIRIM,Rodovia Engenheiro Fabiano Vivácqua,0,Dr. Luiz Tinoco da Fonseca - Morro Grande,29313230,Cidade Universitária,(28) 35213938,(),jcellin@yahoo.com.br,NULL,NULL
89,Boa Esperança,MG,-21.01654780,-45.63851250,BOA ESPERANCA - OZANAN,POLO UAB - BOA ESPERANCA,Rua Tonico Rodrigues,480,Ozanan,37170-00,Unidade CAIC,(35) 38518073,(35) 38510300,polouab@boaesperanca.mg.gov.br,NULL,www.boaesperanca.mg.gov.br
188,Natividade,RJ,-21.03462200,-41.93948920,NATIVIDADE - CENTRO,POLO UAB - NATIVIDADE,Rua Vigário João Batista,3,Centro,28380000,Colégio Municipal Alvorada,(22) 38411274,(22) 38411681,colegioalvorada2010@hotmail.com,NULL,NULL
57,Bom Jesus do Norte,ES,-21.09805070,-41.63111660,BOM JESUS DO NORTE - CENTRO,POLO UAB DE APOIO PRESENCIAL DE BOM JESUS DO NORTE-ES,Av. Francisco Lacerda de Aguiar,0,Centro,29460-00,NULL,(28) 35622544,() 35621166,UAB.BJN@GMAIL.COM,NULL,NULL
65,Mimoso do Sul,ES,-21.09852120,-41.40119600,MIMOSO DO SUL - CHACARA DO CHAFARIZ,POLO MUNICIPAL DE APOIO PRESENCIAL - CENTRO MUNICIPAL DE EDUCACAO ABERTA E DISTANCIA - MIMOSO DO SUL,Rua Projetada,0,Chacara Chafariz,29400000,Pombal,() 35550685,(),uab.polomimosodosul@gmail.com,NULL,NULL
909,Ubá,MG,-21.10501130,-42.96115710,UBA - TRIANGULO,ELIZANGELA COSTA,Avenida Olegario Maciel,1427,Industrial,36500000,Predio daFUNIR-Fundaçao Minicipal Irailda Ribeiro dos Santos,(32) 35396404,(32) 98125445,polouabuba@gmail.com,elizangelacostacoordenadorauab@gmail.com,NULL
735,Tiradentes,MG,-21.10978180,-44.16253380,TIRADENTES - PARQUE DAS ABELHAS,POLO DE APOIO PRESENCIAL DE TIRADENTES,Rua Manoel Moraes Batista Junior,502,Parque das Abelhas,36325000,NULL,(32) 33551889,(32) 886802715,polouabtiradentes@yahoo.com.br,hericeglayse@hotmail.com,NULL
181,Bom Jesus do Itabapoana,RJ,-21.13300590,-41.74073940,BOM JESUS DO ITABAPOANA - CENTRO,POLO UAB - BOM JESUS DO ITABAPOANA,Av. Governador Roberto Silveira,578,Centro,28360000,Colégio Estadual Padre Mello,(22) 38318067,(),polo-bomjesusdoitabapoana@cecierj.edu.br,NULL,www.cederj.edu.br/fundaçãocecierj/
109,São João del Rei,MG,-21.13841280,-44.26729820,SAO JOAO DEL REI - TIJUCO,POLO DE APOIO PRESENCIAL DE SAO JOAO DEL-REI - UAB,Av General Osório,779,Tijuco,36300170,-,(32) 98031679,(),polouabsjdelrei@gmail.com,mjeanettdelrei@gmail.com,NULL
335,Barroso,MG,-21.17792380,-43.95321490,BARROSO - SANTA MARIA,POLO UAB  BARROSO,Avenida Carlos Alberto Pereira de Moura da Silva,0,Santa Maria,36212000,Parque de Exposições,(32) 33511524,(),polobarroso@hotmail.com,NULL,NULL
185,Itaperuna,RJ,-21.18777470,-41.87994080,ITAPERUNA - PRESIDENTE COSTA E SILVA,POLO UAB - ITAPERUNA,Av. Zulamith Bittencourt,0,Presidente Costa e Silva,28300000,CIEP LINA BOBARDI - Terceiro pavimento,(22) 38224309,(22) 38227489,polo-itaperuna@cecierj.edu.br,mvalleriote@gmail.com,www.cederj.edu.br
716,Serrana,SP,-21.21051660,-47.62583600,SERRANA - JARDIM CRISTINA,OFICINA CULTURAL YOLANDA MINTO DUZZI,Rua Santa Cruz,1725,Jardim Cristina,14150000,NULL,(16) 39871263,(16) 39879838,fernandoreis@serrana.sp.gov.br,polouabserrana@gmail.com,http://www.serrana.sp.gov.br/secretarias/educacao/uab.php
85,Alterosa,MG,-21.24063060,-46.09448450,ALTEROSA - CRUZEIRO,POLO DE EDUCACAO A DISTANCIA DA BAIXA MOGIANA - ALTEROSA - UAB,Rua José Joaquim Terra,65,Cruzeiro,37145000,NULL,(35) 32941963,(),poloead@alterosa.mg.gov.br,NULL,NULL
554,Lavras,MG,-21.26591390,-45.03731710,LAVRAS - CENTRO,POLO UAB DE LAVRAS,praça Dr. Jorge,130,Centro,37200000,Escola Alvaro Botelho,(35) 38212695,(),polouablavras@gmail.com,telsuita@gmail.com,NULL
92,Campos Gerais,MG,-21.26694130,-45.71420630,CAMPOS GERAIS - CENTRO,POLO UAB - CAMPOS GERAIS,Rua Jorge de Paula Meinberg,689,Centro,37160000,NULL,(35) 38532870,(35) 38532343,polouab@camposgerais.mg.gov.br,mafdec@gmail.com,NULL
199,São Francisco de Itabapoana,RJ,-21.40338450,-41.16025970,SAO FRANCISCO DE ITABAPOANA - CENTRO,POLO UAB - SAO FRANCISCO DE ITABAPOANA,Rua Antonio Pinheiro Filho,2,Centro,28230000,CIEP 470,(22) 27891323,(22) 27891530,polo-saofrancisco@cecierj.edu.br,NULL,NULL
924,Cataguases,MG,-21.41172380,-42.68219160,CATAGUASES - SANTA CLARA,POLO UAB DE APOIO PRESENCIAL DE CATAGUASES,Av. Nicolau Siervi,161,Vila Minalda,36772430,NULL,(32) 34211955,(32) 34222097,uabcataguases@gmail.com.br,NULL,NULL
938,Varginha,MG,-21.56482930,-45.44254040,VARGINHA - VILA BUENO,POLO UAB DE APOIO PRESENCIAL DE VARGINHA,Rua Esmeralda,102,Vila Bueno,37006580,NULL,(35) 36902177,(35) 36902094,erikatrombine.semec@varginha.mg.gov.br,erika.trom@gmail.com,NULL
574,Matão,SP,-21.61177050,-48.34938920,MATÃO - CENTRO,POLO UAB - MATAO,Av 15 de novembro,329,Centro,15990630,NULL,(16) 33836658,(16) 33836659,polouabmatao@matao.sp.gov.br,fregnaniramalho@ig.com.br,www.facebook.com/polouabmatao
198,São Fidélis,RJ,-21.67617720,-41.80044090,SAO FIDELIS - DIRLEY PERLINGEIRO DE ABREU,POLO UAB - SAO FIDELIS,Rua Elysio da Costa Santos,0,Dirley Perlingeiro de Abreu,28400000,CIEP 420 - Joaquim Maia Brandão,(22) 27585056,(22) 27582639,polo-saofidelis@cederj.rj.gov.br,celiamgpacheco@yahoo.com.br,NULL
184,Itaocara,RJ,-21.73190070,-42.05838860,ITAOCARA - CENTRO,POLO UAB - ITAOCARA,Rua Nilo Peçanha,471,Centro,28570000,Colégio Municipal Professor Nildo Caruso Nara,(22) 38614844,(22) 38618300,polo-itaocara@cecierj.edu.br,itaocaracederj@yahoo.com.br,NULL
88,Bicas,MG,-21.74277550,-43.11656210,BICAS - CENTRO,POLO REGIONAL UNIVERSITARIO DE BICAS - UAB,RUA CÔNEGO PIO,NULL,CENTRO,36600000,NULL,(32) 32713249,(),polouab.bicas@gmail.com,polouab.bicas@gmail.com.,NULL
1181,Andrelândia,MG,-21.745102,-44.325337,ANDRELÂNDIA - SANTOS DUMONT,Polo UAB de Andrelândia,Rua Dr. Walter Octacílio Silva,1400,Santos Dumont,37300000,NULL,(35) 33251146,(35) 84467651,polouab@andrelandia.mg.gov.br,NULL,NULL
543,Juiz de Fora,MG,-21.74902050,-43.35164250,JUIZ DE FORA - LADEIRA,POLO UAB DE JUIZ DE FORA,Rua Maria Perpétua,72,Ladeira,36052560,NULL,(32) 21048401,(32) 36907228,polouabjf@yahoo.com.br,sfmmarcia@yahoo.com.br,NULL
113,Rio Brilhante,MS,-21.78031450,-54.52180740,RIO BRILHANTE - ZONA RURAL,POLO UAB - RIO BRILHANTE,Br.163 - Km 314,NULL,ZONA RURAL,79130000,Fazenda CAdeado Parte II,(67) 34528348,(),nao@informado.com,EUNICERIOBRILHANTE@HOTMAIL.COM,NULL
336,Bataguassu,MS,-21.81502920,-52.57455560,BATAGUASSU - JARDIM SANTA MARIA,POLO DE APOIO PRESENCIAL DE BATAGUASSU,av. Presidente Prudente,10,Jardim Santa Maria,79780000,NULL,(67) 35413793,(),sorayalemes@gmail.com,NULL,NULL
182,Cantagalo,RJ,-21.88988020,-42.35448310,CANTAGALO - CENTRO,POLO UAB - CANTAGALO,Rua Chapot Prevost,157,Centro,28500000,NULL,(22) 25554786,(22) 25551442,polo-cantagalo@cederj.rj.gov.br,NULL,NULL
339,Bela Vista,MS,-21.91114830,-56.47199280,BELA VISTA - CENTRO,POLO UAB III José Garibaldi da Rosa Neto,Rua Afonso Pena,0,Costa e Silva,79260000,Anexo Escola Estadual Dr Joaquim Murtinho,(67) 34393959,(),belavistapolo@gmail.com,NULL,NULL
694,São João da Boa Vista,SP,-21.96732160,-46.79532770,SAO JOAO DA BOA VISTA - CENTRO,POLO REGIONAL DE EXCELENCIA TECNOLOGICA DE SAO JOAO DA BOA VISTA,RUA RIACHEULO,444,CENTRO,13870-23,NULL,(19) 36310114,(19) 36342636,professoraeloisa@yahoo.com.br,sjbveducacao@gmail.com,NULL
108,Santa Rita de Caldas,MG,-21.97209120,-46.24743810,SANTA RITA DE CALDAS - CENTRO,POLO PRESENCIAL UAB - SANTA RITA DE CALDAS,Rua Prefeito Sebastião Januzzi,20,Centro,37775000,NULL,(35) 37341209,(35) 998077382,polouabsrc@hotmail.com,patriciafonsecasrc@gmail.com,NULL
284,São Carlos,SP,-22.01336420,-47.89687290,SAO CARLOS - VILA NERY,POLO DE APOIO PRESENCIAL DE SAO CARLOS - UAB,R. São Sebastião,2828,Vila Nery,13560230,Campus Rui Barbosa - FESC,(16) 34132951,(16) 34132953,maristela.cerqueira@fesc.saocarlos.sp.gov.br,gabinete@saocarlos.sp.gov.br,NULL
204,Três Rios,RJ,-22.12332150,-43.20631800,TRES RIOS - CENTRO,POLO UAB - TRES RIOS,Rua Marechal Deodoro,117,Centro,25802-22,NULL,(24) 22554574,(24) 22553071,polo-tresrios@cederj.rj.gov.br,NULL,NULL
661,Rio das Flores,RJ,-22.17488420,-43.59912800,RIO DAS FLORES - CENTRO,POLO UAB - RIO DAS FLORES,RUA EURICO DE CASTRO,12,CENTRO,27660-00,NULL,(24) 24580765,(24) 24581390,mrmbarros@yahoo.com.br,poloriodasflores@ymail.com,NULL
1152,Santa Rita do Sapucaí,MG,-22.254727,-45.704074,SANTA RITA DO SAPUCAI - CENTRO,CVT UAITEC SANTA RITA DO SAPUCAI,Av. Sinhá Moreira,350,Centro,37540-00,NULL,(35) 34733600,(),santaritadosapucai@uaitec.mg.gov.br,NULL,NULL
534,Jaú,SP,-22.29371410,-48.55750020,JAU - CENTRO,POLO UAB JAU,Rua Quintino Bocaiuva,532,Centro,17201470,NULL,(14) 36225838,(14) 36263802,smerchanferraz@gmail.com,paduasalles.jau@bol.com.br,NULL
