id_polo_1;"no_municipio_polo_2";"no_polo_3";"polo_dependencia_administrativa_4";"polo_status_5";"polo_conceito_6";id_ies_7;id_ies_8;"ies_uf_9";"sg_ies_10";"no_curso_11";id_curso_12;"tipo_curso_13";"dt_inicio_real_oferta_14";"dt_provavel_fim_15";"dt_fim_curso_16";qt_vagas_17;qt_alunos_formado_18;qt_alunos_nao_concluinte_19;qt_alunos_desvinculado_20;qt_alunos_cadastrado_21
 269;"LARANJEIRAS";"LARANJEIRAS - CENTRO";"Municipal";"ATIVO";"NA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"11/2007";"03/2014";"04/2012"; 50; 10; 6; 34; 50
 269;"LARANJEIRAS";"LARANJEIRAS - CENTRO";"Municipal";"ATIVO";"NA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"04/2009";"02/2013";"07/2013"; 50; 0; 1; 64; 65
 269;"LARANJEIRAS";"LARANJEIRAS - CENTRO";"Municipal";"ATIVO";"NA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"11/2007";"09/2012";"11/2011"; 50; 0; 1; 42; 43
 269;"LARANJEIRAS";"LARANJEIRAS - CENTRO";"Municipal";"ATIVO";"NA"; 58; 58;"SE";"UFS";"QUIMICA"; 135;"LICENCIATURA";"04/2009";"09/2014";"07/2013"; 50; 0; 5; 54; 59
 269;"LARANJEIRAS";"LARANJEIRAS - CENTRO";"Municipal";"ATIVO";"NA"; 58; 58;"SE";"UFS";"QUIMICA"; 135;"LICENCIATURA";"11/2007";"09/2014";"12/2011"; 50; 1; 1; 24; 26
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";"04/2009";"03/2014";"09/2013"; 50; 0; 6; 44; 50
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 50; 0; 0; 0; 37
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";;"04/2012";"04/2012"; 50; 0; 0; 0; 0
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"ENSINO DE CIENCIAS (CIENCIA E 10!)"; 1694;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"ENSINO DE MATEMATICA NO ENSINO MEDIO"; 1649;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"ENSINO DE SOCIOLOGIA NO ENSINO MEDIO"; 1737;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"FILOSOFIA"; 1514;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 60; 0; 0; 0; 26
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"FISICA"; 130;"LICENCIATURA";"04/2009";"02/2013";"07/2013"; 50; 0; 4; 26; 30
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"FISICA"; 130;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 30; 0; 0; 0; 7
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"FISICA"; 130;"LICENCIATURA";;;"11/2011"; 50; 0; 0; 0; 0
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"04/2009";"02/2013";"03/2013"; 50; 13; 5; 37; 56
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"09/2010";"09/2014";"07/2014"; 50; 0; 28; 21; 49
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"11/2007";"09/2012";"11/2011"; 50; 9; 7; 33; 49
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 50; 0; 0; 0; 20
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"04/2009";"03/2014";"09/2013"; 50; 9; 4; 37; 50
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 50; 0; 0; 1; 35
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"12/2007";"03/2014";"05/2012"; 50; 13; 7; 30; 50
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS ESPANHOL"; 1511;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 60; 0; 0; 3; 10
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS INGLES"; 1513;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 60; 0; 0; 4; 12
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"04/2009";"03/2014";"09/2013"; 50; 9; 9; 32; 50
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"09/2010";"04/2015";"01/2015"; 50; 1; 0; 37; 49
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"11/2007";"03/2014";"04/2012"; 50; 17; 9; 24; 50
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 50; 0; 0; 0; 22
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"04/2009";"02/2013";"07/2013"; 50; 0; 1; 49; 50
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"09/2010";"09/2014";"07/2014"; 50; 0; 3; 43; 46
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"11/2007";"02/2013";"11/2011"; 50; 1; 1; 47; 49
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 50; 0; 0; 0; 17
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"QUIMICA"; 135;"LICENCIATURA";"04/2009";"09/2014";"07/2013"; 50; 1; 3; 21; 25
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"QUIMICA"; 135;"LICENCIATURA";"11/2014";"10/2019";"04/2019"; 25; 0; 0; 1; 3
 270;"POCO VERDE";"POCO VERDE - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"QUIMICA"; 135;"LICENCIATURA";;"05/2013";"06/2012"; 50; 0; 0; 0; 0
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";"04/2009";"03/2014";"09/2013"; 50; 0; 2; 50; 52
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";"09/2010";"04/2015";"01/2015"; 50; 0; 0; 0; 44
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";"11/2007";"03/2014";"04/2012"; 50; 0; 3; 47; 50
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 50; 0; 0; 0; 31
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"EDUCACAO EM DIREITOS HUMANOS"; 1299;"EXTENSÃO";"02/2013";"07/2013";"09/2011"; 50; 0; 55; 0; 55
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"ENSINO DE CIENCIAS (CIENCIA E 10!)"; 1694;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"ENSINO DE MATEMATICA NO ENSINO MEDIO"; 1649;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"ENSINO DE SOCIOLOGIA NO ENSINO MEDIO"; 1737;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"FILOSOFIA"; 1514;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 60; 0; 0; 0; 20
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"04/2009";"02/2013";"04/2013"; 50; 1; 5; 43; 49
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"09/2010";"09/2014";"07/2014"; 50; 0; 26; 10; 36
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"10/2011";"10/2015";"10/2015"; 13; 0; 0; 9; 13
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"11/2007";"09/2012";"11/2011"; 50; 4; 7; 39; 50
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 35; 0; 0; 0; 9
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"04/2009";"03/2014";"09/2013"; 50; 0; 7; 39; 46
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"09/2010";"04/2015";"01/2015"; 50; 0; 0; 28; 43
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"10/2011";"04/2016";"03/2016"; 28; 0; 0; 8; 28
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"11/2007";"03/2014";"04/2012"; 50; 3; 8; 39; 50
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 40; 0; 0; 1; 25
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS ESPANHOL"; 1511;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 60; 0; 0; 4; 11
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS INGLES"; 1513;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 60; 0; 0; 1; 4
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"04/2009";"03/2014";"09/2013"; 50; 0; 8; 43; 51
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"09/2010";"04/2015";"01/2015"; 50; 1; 0; 44; 51
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"10/2011";"04/2016";"03/2016"; 21; 0; 0; 4; 21
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"11/2007";"09/2012";"11/2011"; 50; 6; 3; 41; 50
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 45; 0; 0; 0; 18
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"04/2009";"02/2013";"07/2013"; 50; 1; 1; 51; 53
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"09/2010";"04/2015";"07/2014"; 50; 0; 0; 24; 33
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"10/2011";"04/2016";"10/2015"; 10; 0; 0; 4; 10
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"11/2007";"09/2012";"11/2011"; 50; 0; 0; 50; 50
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 35; 0; 0; 0; 11
 271;"PORTO DA FOLHA";"PORTO DA FOLHA - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"QUIMICA"; 135;"LICENCIATURA";;"04/2013";"05/2012"; 50; 0; 0; 0; 0
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";"03/2009";"03/2014";"09/2013"; 50; 0; 6; 45; 51
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";"09/2010";"04/2015";"01/2015"; 50; 0; 0; 0; 45
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";"10/2011";"04/2016";"03/2016"; 39; 0; 0; 0; 39
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"CIENCIAS BIOLOGICAS"; 128;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 45; 0; 0; 0; 39
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"EDUCACAO AMBIENTAL"; 1298;"APERFEIÇOAMENTO";"03/2013";"08/2013";"03/2011"; 50; 29; 0; 52; 81
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"EDUCACAO DE JOVENS E ADULTOS NA DIVERSIDADE"; 1276;"APERFEIÇOAMENTO";"12/2012";"05/2013";"02/2011"; 50; 6; 0; 43; 49
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"EDUCACAO PARA A DIVERSIDADE"; 1265;"EXTENSÃO";;"02/2011";"03/2011"; 40; 0; 0; 0; 0
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"ENSINO DE CIENCIAS (CIENCIA E 10!)"; 1694;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"ENSINO DE MATEMATICA NO ENSINO MEDIO"; 1649;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"ENSINO DE SOCIOLOGIA NO ENSINO MEDIO"; 1737;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"ESTATUTO DA CRIANCA E DO ADOLESCENTE"; 1296;"EXTENSÃO";"02/2013";"04/2013";"12/2010"; 50; 7; 0; 48; 55
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"FILOSOFIA"; 1514;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 60; 0; 0; 0; 21
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"FISICA"; 130;"LICENCIATURA";"03/2009";"02/2013";"03/2013"; 50; 0; 0; 17; 17
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"FISICA"; 130;"LICENCIATURA";"09/2010";"09/2014";"07/2014"; 50; 0; 2; 14; 16
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"FISICA"; 130;"LICENCIATURA";"10/2011";"10/2015";"10/2015"; 7; 0; 0; 0; 7
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"FISICA"; 130;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 15; 0; 0; 0; 2
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"03/2009";"02/2013";"04/2013"; 50; 3; 14; 35; 52
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"10/2011";"10/2015";"10/2015"; 47; 0; 0; 25; 47
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"11/2007";"09/2012";"11/2011"; 50; 9; 8; 33; 50
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"GEOGRAFIA"; 131;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 50; 0; 0; 1; 44
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"03/2009";"03/2014";"09/2013"; 50; 3; 11; 37; 51
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"09/2010";"04/2015";"01/2015"; 50; 0; 0; 26; 46
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"10/2011";"04/2016";"03/2016"; 42; 0; 0; 2; 42
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"11/2007";"03/2014";"04/2012"; 50; 14; 4; 32; 50
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"HISTORIA"; 132;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 45; 0; 0; 0; 47
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS ESPANHOL"; 1511;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 60; 0; 0; 1; 10
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS INGLES"; 1513;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 60; 0; 0; 6; 13
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"03/2009";"03/2014";"08/2013"; 50; 13; 8; 36; 57
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"09/2010";"04/2015";"01/2015"; 50; 4; 0; 25; 55
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"10/2011";"04/2016";"03/2016"; 46; 0; 0; 0; 46
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"11/2007";"03/2014";"04/2012"; 50; 12; 4; 34; 50
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"LETRAS PORTUGUES"; 133;"LICENCIATURA";"11/2014";"04/2019";"10/2018"; 50; 1; 0; 0; 29
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"03/2009";"02/2013";"03/2013"; 50; 1; 3; 43; 47
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"09/2010";"09/2014";"07/2014"; 50; 0; 4; 41; 45
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"10/2011";"10/2015";"10/2015"; 20; 0; 0; 0; 20
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"11/2007";"02/2013";"11/2011"; 50; 0; 4; 42; 46
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"MATEMATICA"; 134;"LICENCIATURA";"11/2014";"10/2018";"04/2018"; 40; 0; 0; 0; 14
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"PRODUCAO DE MATERIAL DIDATICO PARA A DIVERSIDADE"; 1294;"APERFEIÇOAMENTO";"12/2012";"05/2013";"03/2011"; 50; 5; 0; 39; 44
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"QUIMICA"; 135;"LICENCIATURA";"03/2009";"09/2014";"03/2013"; 50; 0; 0; 18; 18
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"QUIMICA"; 135;"LICENCIATURA";"09/2010";"10/2015";"07/2014"; 50; 0; 0; 14; 30
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"QUIMICA"; 135;"LICENCIATURA";"10/2011";"10/2016";"10/2015"; 25; 1; 0; 2; 25
 272;"SAO DOMINGOS";"SAO DOMINGOS - CENTRO";"Municipal";"ATIVO";"AA"; 58; 58;"SE";"UFS";"QUIMICA"; 135;"LICENCIATURA";"11/2014";"10/2019";"04/2019"; 25; 0; 0; 0; 4
